time 0 7889400 15778800 23668200 31557600 39447000 47336400 55225800 63115200 71004600 78894000 86783400 94672800 102562200 110451600 118341000 126230400 134119800 142009200 149898592 157788000
keff 1.305609941482544 1.212280035018921 1.163519978523254 1.120959997177124 1.089179992675781 1.05174994468689 1.015879988670349 0.9885280132293701 0.9677339792251587 0.9362499713897705 0.9114009737968445 0.8920869827270508 0.8671249747276306 0.8485609889030457 0.8354060053825378 0.8175259828567505 0.8047429919242859 0.7936829924583435 0.7835649847984314 0.7728819847106934 0.7639560103416443
flux 279752426389504 301416308539392 315213857423360 327747914170368 341263807152128 353013864595456 366276589387776 380439478927360 389603060088832 404766509236224 418707134218240 429377644920832 442833408360448 453723901919232 465525264089088 474471009878016 482546051710976 489505341571072 496633376669696 503517202612224 511566810185728
Inv 92 238 0 1.287331307223202e+26 1.284468003608081e+26 1.281389334255899e+26 1.278170008480155e+26 1.274828104090042e+26 1.271352091870512e+26 1.267751287427324e+26 1.264009273158252e+26 1.26012964617839e+26 1.256168853524603e+26 1.252055875232208e+26 1.247805007527863e+26 1.243490683023904e+26 1.239036439966145e+26 1.234480832049702e+26 1.229826534052464e+26 1.225081478074384e+26 1.220266970104866e+26 1.215417321087888e+26 1.210522846482811e+26 1.205588619144254e+26 
Inv 92 235 0 4.588943488827513e+24 4.041750801840039e+24 3.559839412747166e+24 3.130030852290486e+24 2.743886599747405e+24 2.39703203858388e+24 2.084773193009093e+24 1.804704348188493e+24 1.555057643109954e+24 1.332772647639497e+24 1.136170131605662e+24 9.636399680696715e+23 8.13126786219188e+23 6.827593223946404e+23 5.706240511575543e+23 4.749179834187099e+23 3.939989986675767e+23 3.258873145079627e+23 2.688415330791518e+23 2.212554906100386e+23 1.817598406123234e+23 
Inv 94 238 0 0 5.294372788113506e+19 3.295194127198165e+20 9.574519810863179e+20 2.043356897381892e+21 3.673063517014362e+21 5.88566202921814e+21 8.735586598264324e+21 1.223863106657113e+22 1.631830686101724e+22 2.105637064038808e+22 2.632707289588822e+22 3.205955624278042e+22 3.8136751860551e+22 4.442710960408447e+22 5.087838546590351e+22 5.729380817108906e+22 6.367410730278074e+22 6.990763412261642e+22 7.590621715709143e+22 8.156561158563104e+22 
Inv 94 239 0 0 2.024616991490439e+23 3.5739892904308e+23 4.704484670333193e+23 5.535692436278754e+23 6.148910848164835e+23 6.605261679270198e+23 6.952293934460621e+23 7.213050911733492e+23 7.364591634874956e+23 7.491883536470777e+23 7.593362966730331e+23 7.620914187810733e+23 7.662520242608232e+23 7.69618122708711e+23 7.729734125174931e+23 7.762838104451895e+23 7.790439045272183e+23 7.793118867194454e+23 7.792331277691619e+23 7.785308544576683e+23 
Inv 94 240 0 0 1.405889258626201e+22 4.288350533540286e+22 7.664336634409943e+22 1.112122224646595e+23 1.469383415598671e+23 1.80807275247939e+23 2.127054607606713e+23 2.427585395204684e+23 2.721645050570079e+23 2.974111621504901e+23 3.206811173099254e+23 3.417360580574318e+23 3.588929711978624e+23 3.75069540771407e+23 3.879995914743699e+23 4.006829890329408e+23 4.109153835591087e+23 4.208228703937596e+23 4.279639941357004e+23 4.361000531073198e+23 
Inv 94 241 0 0 2.463550623914907e+21 1.452611515190384e+22 3.48137731272955e+22 5.976690586326404e+22 8.506517871207555e+22 1.106585589336698e+23 1.350555759286515e+23 1.571875345126451e+23 1.755784699797723e+23 1.932519459974623e+23 2.084372192498271e+23 2.212097880810201e+23 2.329893312087763e+23 2.416937804821669e+23 2.499922212419509e+23 2.558481257366312e+23 2.617405093882931e+23 2.657575040831255e+23 2.703543282227826e+23 2.726898229319429e+23 
Inv 94 242 0 0 6.437045524935528e+19 7.943517984125375e+20 3.044522294195096e+21 7.372142640226183e+21 1.390880562508026e+22 2.263766103075153e+22 3.351844329887157e+22 4.630099435863855e+22 6.066708085318322e+22 7.639275903923478e+22 9.296679830149262e+22 1.105712251296958e+23 1.2870150125759e+23 1.474882941247638e+23 1.662101180637132e+23 1.846971603468884e+23 2.030636863040353e+23 2.212405746880728e+23 2.387037145887661e+23 2.55756576563406e+23 
Inv 95 241 0 0 7.259262189356188e+18 8.643849364570322e+19 3.13796501995736e+20 7.134075467786449e+20 1.256083631683674e+21 1.898616131170297e+21 2.59858177006738e+21 3.310656603200044e+21 3.985289916405634e+21 4.604093230930618e+21 5.148708185843975e+21 5.618946474386284e+21 6.016945899005664e+21 6.339874258486452e+21 6.604690420175464e+21 6.813648998636154e+21 6.96815173925254e+21 7.092854161134615e+21 7.190636879194037e+21 7.261123279911966e+21 
Inv 8 16 0 2.666441438106094e+26 2.666425020503869e+26 2.666406758227236e+26 2.666387204678517e+26 2.666366544325155e+26 2.666344408232266e+26 2.666321718737056e+26 2.666298291372082e+26 2.666273572735023e+26 2.666247562825879e+26 2.666220630579532e+26 2.666192407061099e+26 2.666163814607785e+26 2.666133930882385e+26 2.666103493754664e+26 2.666071949822298e+26 2.66603985248761e+26 2.66600738621804e+26 2.665974551013589e+26 2.665941715809137e+26 2.665907773800042e+26 
Inv 90 234 0 0 1757056088408064 1878762308239360 1882916346920960 1878456157601792 1873216163282944 1867797256732672 1862111793774592 1856255337431040 1850294996566016 1844089976782848 1837676248432640 1831181721010176 1824532574765056 1817731359834112 1810783310708736 1803724129304576 1796585222569984 1789354108256256 1782109035298816 1774741018902528 
